id,mw,mw_type
usp0004mv1,5.8,mwc
usp0004mw5,5.6,mwc
usp0004mwk,5.4,mwc
usp0004mwq,5.59,mw
usp0004mwv,5.9,mwc
usp0004my2,5.9,mwc
usp0004my7,6.0,mwc
usp0004my9,5.69,mw
usp0004mzv,6.1,mwc
usp0004n1a,5.9,mwc
usp0004n2a,6.7,mww
usp0004n39,5.6,mwc
usp0004n4d,5.6,mwc
usp0004n5m,5.8,mwc
usp0004n63,5.5,mwc
usp0004n74,6.6,mww
usp0004na8,5.6,mwc
usp0004nar,5.5,mwc
usp0004nc7,5.7,mwc
usp0004nd3,5.5,mwc
usp0004ndh,6.0,mwc
usp0004nfm,5.5,mwc
usp0004nh8,5.7,mwc
usp0004njp,6.1,mwc
usp0004nm0,5.4,mwc
usp0004nm1,5.5,mwc
usp0004nn4,6.1,mwc
usp0004nqc,5.6,mwc
usp0004nqu,5.7,mwc
usp0004nrm,5.6,mwc
usp0004ntk,6.6,mww
usp0004ntm,5.72,mw
usp0004ntn,6.1,mw
usp0004ntp,5.88,mw
usp0004ntq,5.62,mw
usp0004nuk,6.0,mwc
usp0004nvx,5.6,mwc
usp0004nya,6.4,mwc
usp0004p07,5.6,mwc
usp0004p0t,5.86,mw
usp0004p1u,5.7,mwc
usp0004p45,6.3,mwc
usp0004p8a,5.5,mwc
usp0004pa3,6.0,mwc
usp0004pb3,6.1,mwc
usp0004pbp,5.7,mwc
usp0004peg,5.6,mwc
usp0004pf5,5.4,mwc
usp0004php,6.3,mwc
usp0004phy,5.5,mwc
usp0004pjs,5.8,mwc
usp0004pns,5.8,mwc
usp0004pqq,5.6,mwc
usp0004pr5,5.5,mwc
usp0004ptd,5.5,mwc
usp0004pth,5.9,mwc
usp0004ptm,5.6,mwc
usp0004ptp,5.8,mwc
usp0004ptt,5.8,mwc
usp0004puc,5.5,mwc
usp0004px3,6.1,mwc
usp0004pxr,6.4,mwc
usp0004pyn,6.9,mww
usp0004pyr,5.61,mw
usp0004pzk,6.3,mwc
usp0004pzs,5.8,mwc
usp0004q0a,5.5,mwc
usp0004q0u,6.7,mww
usp0004q24,5.9,mwc
usp0004q37,5.6,mwc
usp0004q41,5.8,mwc
usp0004q6c,5.7,mwc
usp0004q75,5.6,mwc
usp0004q7y,5.4,mwc
usp0004q9b,5.8,mwc
usp0004qar,6.0,mwc
usp0004qfc,5.5,mwc
usp0004qfn,5.5,mwc
usp0004qfq,5.9,mwc
usp0004qh2,5.57,mw
usp0004qhm,6.1,mwc
usp0004qj5,5.9,mwc
usp0004qmd,5.5,mwc
usp0004qn4,5.5,mwc
usp0004qpg,7.5,mww
usp0004qpy,5.86,mw
usp0004qqa,5.8,mwc
usp0004qrk,6.2,mwc
usp0004qrm,6.13,mw
usp0004qrv,5.4,mwc
usp0004qsj,6.1,mwc
usp0004qvn,5.5,mwc
usp0004qza,6.9,mww
usp0004r0e,5.9,mwc
usp0004r0f,5.62,mw
usp0004r0h,6.1,mwc
usp0004r16,5.9,mwc
usp0004r1x,5.7,mwc
usp0004r2y,5.5,mwc
usp0004r4g,5.4,mwc
usp0004r4n,5.9,mwc
usp0004r5x,6.7,mww
usp0004r6m,5.6,mwc
usp0004r74,6.1,mwc
usp0004r7v,5.6,mwc
usp0004r8e,5.5,mwc
usp0004ra1,5.6,mwc
usp0004ra3,5.74,mw
usp0004rba,5.5,mwc
usp0004rce,6.0,mwc
usp0004rdn,5.4,mwc
usp0004rds,5.5,mwc
usp0004rfk,6.2,mwc
usp0004rgd,5.5,mwc
usp0004rjg,5.5,mwc
usp0004rks,5.9,mwc
usp0004rr7,6.3,mwc
usp0004rrb,5.5,mwc
usp0004ru5,6.8,mww
usp0004ru7,5.62,mw
usp0004rvv,5.4,mwc
usp0004rxb,6.5,mww
usp0004s1s,5.7,mwc
usp0004s1v,6.9,mww
usp0004s5a,5.7,mwc
usp0004s9h,6.7,mww
usp0004saw,5.8,mwc
usp0004sbp,5.6,mwc
usp0004sdw,5.4,mwc
usp0004sep,5.5,mwc
usp0004sk4,5.5,mwc
usp0004smx,6.8,mww
usp0004sq2,7.0,mww
usp0004sqt,5.4,mwc
usp0004srj,6.3,mwc
usp0004ssa,5.9,mwc
usp0004ssc,5.5,mwc
usp0004ssx,5.5,mwc
usp0004ste,5.7,mwc
usp0004suj,5.7,mwc
usp0004svx,5.9,mwc
usp0004sxh,5.4,mwc
usp0004sxm,6.2,mwc
usp0004sxp,6.5,mww
usp0004syk,5.7,mwc
usp0004syr,5.6,mwc
usp0004szy,5.6,mwc
usp0004t09,6.1,mwc
usp0004t3x,5.8,mwc
usp0004t5z,5.8,mwc
usp0004t6a,5.5,mwc
usp0004t6g,7.3,mww
usp0004t6j,5.77,mw
usp0004t84,5.8,mwc
usp0004t92,6.1,mwc
usp0004taw,7.2,mww
usp0004taz,5.74,mw
usp0004tg9,5.5,mwc
usp0004tk0,5.5,mwc
usp0004tk4,5.6,mwc
usp0004tnc,6.0,mwc
usp0004tp6,6.3,mwc
usp0004tp8,5.84,mw
usp0004ts3,5.6,mwc
usp0004tse,6.7,mww
usp0004tta,5.6,mwc
usp0004ttb,6.1,mwc
usp0004ttk,5.8,mwc
usp0004tuc,6.8,mww
usp0004tug,5.63,mw
usp0004tut,5.6,mwc
usp0004txd,5.8,mwc
usp0004tz1,5.4,mwc
usp0004u1p,5.6,mw
usp0004u34,6.8,mww
usp0004u3w,6.1,mwc
usp0004u5k,6.6,mww
usp0004u71,5.7,mw
usp0004u92,5.5,mwc
usp0004u9f,5.6,mwc
usp0004ua7,5.8,mwc
usp0004uah,5.5,mwc
usp0004uaj,5.6,mwc
usp0004udh,5.9,mwc
usp0004uf9,5.7,mwc
usp0004uhc,5.6,mwc
usp0004uhj,5.6,mwc
usp0004uj7,5.4,mwc
usp0004uk3,5.5,mwc
usp0004umq,5.7,mwc
usp0004umr,5.7,mwc
usp0004upe,5.6,mwc
usp0004us1,5.4,mwc
usp0004uv8,5.6,mwc
usp0004uxv,5.4,mwc
usp0004uy5,5.7,mwc
usp0004uzf,5.4,mwc
usp0004v0k,6.0,mwc
usp0004v1e,5.6,mwc
usp0004v27,5.9,mwc
usp0004v2a,5.53,mw
usp0004v3k,6.7,mww
usp0004v5u,5.5,mwc
usp0004v82,5.8,mwc
usp0004v8w,5.7,mwc
usp0004v9n,5.5,mwc
usp0004vbg,6.0,mw
usp0004vbw,6.5,mww
usp0004vcu,5.6,mw
usp0004vd5,5.93,mw
usp0004vd9,6.3,mwc
usp0004vdv,5.6,mwc
usp0004vft,5.5,mwc
usp0004vqa,5.4,mwc
usp0004vsw,5.5,mwc
usp0004vt2,5.7,mwc
usp0004vue,5.5,mwc
usp0004vw2,5.7,mwc
usp0004vwj,5.7,mwc
usp0004vwt,5.7,mwc
usp0004vwu,5.9,mwc
usp0004vyh,5.5,mwc
usp0004vzh,5.8,mwc
usp0004vzv,5.4,mwc
usp0004w06,5.7,mwc
usp0004w0e,5.5,mwc
usp0004w42,5.6,mwc
usp0004w5f,5.62,mw
usp0004w6p,6.2,mwc
usp0004w6r,6.3,mwc
usp0004w6v,6.3,mwc
usp0004w8s,5.4,mwc
usp0004wcd,5.5,mwc
usp0004wdm,5.6,mwc
usp0004weq,5.5,mwc
usp0004wet,5.85,mw
usp0004weu,5.8,mwc
usp0004wnm,5.7,mwc
usp0004wp8,5.8,mwc
usp0004wqc,5.5,mwc
usp0004wrv,6.2,mwc
usp0004wu6,5.6,mw
usp0004wvz,6.1,mwc
usp0004x2m,5.5,mwc
usp0004x3d,5.7,mwc
usp0004x60,6.6,mww
usp0004x7f,6.9,mww
usp0004x7g,5.67,mw
usp0004xae,5.6,mw
usp0004xc6,5.6,mwc
usp0004xc7,5.69,mw
usp0004xc8,5.82,mw
usp0004xhr,6.0,mwc
usp0004xkm,5.6,mwc
usp0004xkw,5.6,mwc
usp0004xnt,5.6,mwc
usp0004xr5,6.2,mwc
usp0004xrq,5.9,mwc
usp0004xsk,6.2,mwc
usp0004xtq,7.1,mww
usp0004xts,6.57,mw
usp0004xtu,5.58,mw
usp0004xvd,6.1,mwc
usp0004xxj,5.9,mwc
usp0004xxn,6.0,mwc
usp0004xyc,5.5,mwc
usp0004xzr,6.4,mwc
usp0004xzs,5.6,mwc
usp0004y0n,5.67,mw
usp0004y13,5.4,mwc
usp0004y1r,6.7,mww
usp0004y7p,5.5,mwc
usp0004y8z,5.6,mwc
usp0004ybg,5.4,mwc
usp0004ycu,5.9,mwc
usp0004yfp,5.7,mwc
usp0004yfx,5.5,mw
usp0004ygb,5.8,mwc
usp0004ykk,5.6,mwc
usp0004ykw,5.5,mwc
usp0004ym4,6.2,mwc
usp0004yn6,5.5,mwc
usp0004yp9,5.9,mwc
usp0004ypz,6.6,mww
usp0004yq2,5.76,mw
usp0004ysk,5.6,mwc
usp0004ysy,6.2,mwc
usp0004yu6,5.7,mwc
usp0004yu7,6.2,mwc
usp0004yuw,6.5,mwc
usp0004yw6,5.8,mwc
usp0004ywe,6.3,mwc
usp0004yxy,5.6,mwc
usp0004z0d,5.4,mwc
usp0004z1u,6.0,mwc
usp0004z1w,5.9,mwc
usp0004z24,5.8,mwb
usp0004z36,5.5,mwc
usp0004z3m,6.8,mww
usp0004z6s,5.4,mwc
usp0004zbe,5.9,mwc
usp0004zbt,7.2,mww
usp0004zca,5.6,mwc
usp0004zcg,6.0,mwc
usp0004zch,5.61,mw
usp0004ze3,6.1,mwc
usp0004zfr,5.5,mwc
usp0004zhp,5.6,mwc
usp0004zp7,6.0,mwc
usp0004zq5,6.4,mwc
usp0004zqw,5.7,mwc
usp0004zsx,5.6,mwc
usp0004zxr,5.5,mwc
usp0004zyf,5.8,mwc
usp0004zz2,6.3,mwc
usp0005007,5.5,mwc
usp000500b,5.5,mwc
usp000502c,5.9,mwc
usp000504p,5.9,mwc
usp0005051,5.6,mwc
usp000506c,5.4,mwc
usp0005071,5.78,mw
usp000509e,5.5,mwc
usp000509u,6.4,mwc
usp00050a0,6.5,mwc
usp00050am,5.5,mwc
usp00050b4,5.6,mwc
usp00050bq,6.6,mww
usp00050c4,5.9,mwc
usp00050ca,5.4,mwc
usp00050db,6.4,mwc
usp00050dc,5.99,mw
usp00050df,6.3,mwc
usp00050dg,6.3,mwc
usp00050fu,5.6,mwc
usp00050g5,5.4,mwc
usp00050gt,5.9,mwc
usp00050k1,6.2,mwc
usp00050k6,5.7,mwc
usp00050mr,5.5,mw
usp00050mu,6.7,mww
usp00050mv,5.92,mw
usp00050n4,5.84,mw
usp00050n5,5.73,mw
usp00050pd,5.6,mwc
usp00050q2,5.7,mwc
usp00050sq,7.5,mww
usp00050ss,5.67,mw
usp00050uy,5.4,mwc
usp00050vv,5.4,mwc
usp00050wn,5.5,mwc
usp00050yh,5.4,mwc
usp00050yv,5.73,mw
usp000510u,6.0,mw
usp000510y,7.2,mww
usp0005119,6.3,mwc
usp0005120,6.7,mww
usp000512b,5.8,mwc
usp000512j,5.6,mwc
usp0005138,5.8,mwc
usp000513k,5.5,mwc
usp000514s,6.4,mwc
usp000519m,6.0,mwc
usp000519r,5.8,mwc
usp00051ab,5.6,mwc
usp00051kh,5.7,mwc
usp00051mv,5.5,mwc
usp00051nu,5.6,mwc
usp00051re,5.9,mwc
usp00051rj,6.0,mwc
usp00051td,5.5,mwc
usp00051tq,5.7,mwc
usp0005200,5.5,mwc
usp000520a,6.6,mww
usp0005225,5.7,mwc
usp000523x,5.6,mwc
usp000525u,5.4,mwc
usp00052af,5.7,mwc
usp00052e0,5.8,mwc
usp00052ew,5.9,mwc
usp00052gf,5.8,mwc
usp00052gx,6.0,mwc
usp00052gy,6.3,mwc
usp00052hv,5.8,mwc
usp00052m3,5.7,mwc
usp00052nf,5.9,mwc
usp00052nk,5.5,mwc
usp00052p4,5.5,mwc
usp00052p8,6.3,mwc
usp00052pg,5.73,mw
usp00052pk,5.6,mwc
usp00052qv,5.64,mw
usp00052v1,5.77,mw
usp00052xb,5.7,mwc
usp00052zf,5.4,mwc
usp00052zw,6.8,mww
usp0005302,6.0,mwc
usp0005326,5.6,mwc
usp000535a,5.9,mwc
usp000535k,6.1,mwc
usp000535m,6.2,mwc
usp0005388,5.5,mwc
usp00053a4,5.9,mwc
usp00053a8,5.7,mwc
usp00053ae,5.4,mwc
usp00053bd,6.0,mwc
usp00053bp,5.4,mwc
usp00053c2,5.7,mwc
usp00053gt,5.9,mwc
usp00053k1,6.6,mww
usp00053ks,5.8,mwc
usp00053mx,5.5,mwc
usp00053ra,5.5,mwc
usp00053rs,6.9,mww
usp00053s0,5.9,mw
usp00053ss,5.8,mwc
usp00053sx,5.6,mwc
usp00053t1,5.8,mwc
usp00053ty,5.4,mwc
usp00053v1,6.4,mwc
usp00053wj,6.2,mwc
usp00053wx,6.3,mwc
usp00053yt,6.5,mwc
usp00053zt,6.2,mwc
usp0005408,5.4,mwc
usp000540x,5.5,mwc
usp000544n,6.1,mwc
usp000544x,5.4,mwc
usp000547a,6.4,mwc
usp000547c,6.7,mww
usp000547e,6.2,mw
usp0005494,5.8,mwc
usp00054a3,5.9,mwc
usp00054b7,5.5,mwc
usp00054d9,5.4,mwc
usp00054g6,6.0,mwc
usp00054jy,5.4,mwc
usp00054pu,5.7,mwc
usp00054sa,5.6,mwc
usp00054sd,6.0,mwc
usp00054sr,5.9,mwc
usp00054u1,5.5,mwc
usp00054ua,5.5,mwc
usp00054vt,5.9,mwc
usp00054wj,5.6,mwc
usp00054xh,5.4,mwc
usp00054xt,5.6,mwc
usp000550q,5.5,mwc
usp000551y,5.5,mwc
usp000552r,5.9,mwc
usp000553m,6.3,mwc
usp000555m,5.4,mwc
usp000557j,5.5,mwc
usp000557q,5.6,mwc
usp000558g,5.4,mwc
usp000558t,6.5,mwc
usp000558w,5.61,mw
usp00055aa,5.8,mwc
usp00055be,5.6,mwc
usp00055by,5.7,mwc
usp00055c5,6.1,mwc
usp00055c7,5.4,mwc
usp00055ca,5.8,mwc
usp00055dh,6.8,mww
usp00055dq,5.86,mw
usp00055du,5.9,mwc
usp00055f4,6.0,mwc
usp00055g2,6.0,mwc
usp00055gc,5.7,mwc
usp00055gp,5.9,mwc
usp00055hn,5.9,mwc
usp00055pj,5.6,mwc
usp00055tv,5.7,mwc
usp00055u3,5.4,mwc
usp00055vz,6.1,mwc
usp00055wk,5.8,mwc
usp00055wy,5.8,mwc
usp00055yz,6.6,mww
usp00055z9,5.4,mwc
usp000560s,6.1,mwc
usp000561d,5.7,mwc
usp0005621,5.4,mwc
usp000566z,5.6,mwc
usp0005688,5.6,mwc
usp000568g,6.1,mwc
usp000568q,6.1,mwc
usp00056a8,5.5,mwc
usp00056an,6.0,mwc
usp00056b5,5.6,mwc
usp00056bm,5.9,mwc
usp00056ex,5.6,mwc
usp00056j0,5.7,mwc
usp00056kc,5.9,mwc
usp00056nr,5.9,mwc
usp00056nx,5.4,mwc
usp00056qd,5.7,mwc
usp00056um,5.5,mwc
usp00056us,5.5,mwc
usp00056wf,6.1,mwb
usp00056ze,5.5,mwc
usp000570t,6.0,mwc
usp000574m,5.8,mwc
usp000578g,5.4,mwc
usp000578m,5.6,mwc
usp000578t,6.7,mww
usp00057a4,5.5,mwc
usp00057ct,5.6,mwc
usp00057d0,7.3,mww
usp00057d4,5.9,mw
usp00057et,5.65,mw
usp00057fk,6.1,mwc
usp00057fs,5.7,mwc
usp00057g1,6.0,mwc
usp00057g2,5.55,mw
usp00057gu,7.1,mww
usp00057gv,7.2,mwc
usp00057hv,5.8,mwc
usp00057ja,6.1,mwc
usp00057ng,6.3,mwc
usp00057pv,5.6,mwc
usp00057q6,5.8,mwc
usp00057rs,5.4,mwc
usp00057rv,6.0,mwc
usp00057tm,5.4,mwc
usp00057tq,6.0,mwc
usp00057u9,5.4,mwc
usp00057up,5.9,mwc
usp00057v8,5.5,mwc
usp00057w8,5.6,mwc
usp00057wv,5.4,mwc
usp00057x6,5.6,mwc
usp00057xj,6.2,mwc
usp00057xu,5.6,mwc
usp00057yt,6.0,mwc
usp000580a,5.4,mwc
usp0005818,5.7,mwc
usp000582h,6.8,mww
usp0005830,5.78,mw
usp000584j,5.5,mwc
usp000585d,7.0,mww
usp0005876,5.9,mwc
usp0005883,5.8,mwc
usp00058ah,5.7,mwc
usp00058aq,5.5,mwc
usp00058ck,6.0,mwc
usp00058cp,5.4,mwc
usp00058dm,6.0,mwc
usp00058dy,6.3,mwc
usp00058f7,5.8,mwc
usp00058gz,5.4,mwc
usp00058hh,5.7,mwc
usp00058hu,5.4,mwc
usp00058jt,5.4,mwc
usp00058kc,5.8,mwc
usp00058kf,6.2,mwc
usp00058m9,6.1,mwc
usp00058mv,5.6,mwc
usp00058na,6.0,mwc
usp00058s6,5.5,mwc
usp00058sh,5.9,mwc
usp00058sk,5.5,mwc
usp00058v2,5.5,mwc
usp00058v4,6.1,mwc
usp00058v6,5.5,mwc
usp00058vd,5.4,mwc
usp00058vv,5.7,mwc
usp00058wh,5.9,mwc
usp00058xt,5.8,mwc
usp00058yq,5.4,mwc
usp00058zp,5.6,mwc
usp0005941,5.6,mwc
usp000594q,6.3,mwc
usp000595e,5.7,mwc
usp000595w,5.8,mwc
usp000596d,6.0,mwc
usp000597k,6.1,mwc
usp00059dg,5.7,mwc
usp00059dv,6.2,mwc
usp00059fc,6.3,mwc
usp00059g4,5.7,mwc
usp00059gv,5.8,mwc
usp00059gw,5.5,mwc
usp00059he,6.0,mwc
usp00059hg,5.6,mwc
usp00059j9,5.71,mw
usp00059k9,5.8,mwc
usp00059ka,5.6,mwc
usp00059mp,6.5,mwc
usp00059p6,5.8,mwc
usp00059q1,5.8,mwc
usp00059r5,5.6,mwc
usp00059uk,5.8,mwc
usp00059uz,5.5,mwc
usp00059w1,5.7,mwc
usp00059wz,5.5,mwc
usp0005a3p,5.6,mwc
usp0005a9w,5.8,mwc
usp0005am7,6.5,mww
usp0005ap1,7.2,mww
usp0005aqu,6.2,mwc
usp0005ar3,5.65,mw
usp0005art,5.7,mwc
usp0005at1,6.1,mwc
usp0005at4,6.3,mwc
usp0005atw,6.0,mwc
usp0005aud,5.5,mwc
usp0005avk,5.6,mwc
usp0005awh,5.6,mwc
usp0005awx,5.9,mwc
usp0005axj,5.8,mwc
usp0005az4,5.6,mwc
usp0005b07,5.8,mw
usp0005b13,5.5,mwc
usp0005b16,5.55,mw
usp0005b1a,5.7,mwc
usp0005b1c,6.8,mww
usp0005b1d,6.51,mw
usp0005b1s,6.4,mwc
usp0005b1v,5.98,mw
usp0005b21,6.05,mw
usp0005b23,5.8,mwc
usp0005b2b,6.0,mwc
usp0005b2f,5.7,mwc
usp0005b2w,5.4,mwc
usp0005b33,5.6,mwc
usp0005b35,6.0,mwc
usp0005b39,5.61,mw
usp0005b5j,6.7,mww
usp0005bag,5.6,mwc
usp0005bb7,5.4,mwc
usp0005bce,5.8,mwc
usp0005bdt,5.4,mwc
usp0005bek,5.9,mwc
usp0005bf0,5.5,mwc
usp0005bjj,5.7,mwc
usp0005bkj,5.7,mwc
usp0005bn1,5.6,mwc
usp0005bnn,5.5,mwc
usp0005bnp,5.6,mwc
usp0005bnv,6.2,mwc
usp0005bqv,6.1,mwc
usp0005br8,5.5,mwc
usp0005btq,5.4,mwc
usp0005buq,5.7,mwc
usp0005bvc,6.2,mwc
usp0005bvx,6.6,mww
usp0005bxb,5.6,mwc
usp0005byn,6.0,mwc
usp0005bz4,5.6,mwc
usp0005bzq,6.4,mwc
usp0005c00,5.6,mwc
usp0005c03,5.7,mwc
usp0005c2z,5.5,mwc
usp0005c3t,5.7,mwc
usp0005c4e,6.8,mww
usp0005c56,6.1,mwc
usp0005c7m,6.1,mwc
usp0005c8c,5.7,mwc
usp0005c9a,5.5,mwc
usp0005c9g,5.5,mwc
usp0005c9n,5.5,mwc
usp0005ca9,6.2,mwc
usp0005cbg,5.8,mwc
usp0005cdt,6.0,mwc
usp0005cgq,5.9,mwc
usp0005chz,6.2,mwc
usp0005cmk,5.5,mwc
usp0005cpg,5.9,mwc
usp0005cpv,6.1,mwc
usp0005cq0,7.2,mww
usp0005cq5,6.6,mw
usp0005cq6,6.55,mw
usp0005crd,5.5,mwc
usp0005cz6,6.1,mwc
usp0005d02,6.1,mwc
usp0005d0s,5.8,mwc
usp0005d1g,5.6,mwc
usp0005d5z,5.5,mwc
usp0005d7k,5.5,mwc
usp0005d7u,6.8,mww
usp0005d9b,6.2,mwc
usp0005daz,6.4,mwc
usp0005dd6,5.9,mwc
usp0005ddn,7.7,mww
usp0005ddq,5.61,mw
usp0005dds,5.56,mw
usp0005dew,6.6,mwc
usp0005dge,5.7,mwc
usp0005dgj,6.0,mwc
usp0005dmb,5.5,mwc
usp0005dmf,6.0,mwc
usp0005dna,5.6,mwc
usp0005drc,5.4,mwc
usp0005drk,5.6,mwc
usp0005dsq,6.1,mwc
usp0005dt8,5.7,mwc
usp0005dtw,5.9,mwc
usp0005du0,5.9,mwc
usp0005du7,5.7,mwc
usp0005dud,5.6,mwc
usp0005duf,5.4,mwc
usp0005dur,6.3,mwc
usp0005dvw,5.5,mwc
usp0005dwf,5.6,mwc
usp0005dy5,5.5,mwc
usp0005dze,5.4,mwc
usp0005dzt,5.5,mwc
usp0005e08,5.6,mwc
usp0005e0c,5.4,mwc
usp0005e1g,5.7,mwc
usp0005e1k,6.2,mwc
usp0005e3b,5.6,mwc
usp0005e98,5.6,mwc
usp0005ecm,5.7,mwc
usp0005ecs,5.5,mwc
usp0005edu,5.4,mwc
usp0005eey,6.1,mwc
usp0005ef4,5.5,mwc
usp0005ega,5.4,mwc
usp0005egn,5.53,mw
usp0005ehq,5.6,mwc
usp0005eht,5.6,mwc
usp0005ejh,6.6,mww
usp0005ekc,5.9,mwc
usp0005ekd,5.87,mw
usp0005em5,5.8,mwc
usp0005emy,6.0,mwc
usp0005en4,5.4,mwc
usp0005end,6.1,mwc
usp0005eqz,6.0,mwc
usp0005er3,6.6,mww
usp0005erf,6.1,mwc
usp0005erg,5.71,mw
usp0005esv,5.6,mwc
usp0005esw,6.0,mwc
usp0005et3,5.5,mw
usp0005ety,5.5,mwc
usp0005euy,5.4,mwc
usp0005f0b,6.0,mwc
usp0005f3a,5.7,mwc
usp0005f47,5.5,mwc
usp0005f79,7.4,mww
usp0005f7k,5.72,mw
usp0005f89,5.8,mwc
usp0005fct,6.9,mww
usp0005fd7,5.5,mwc
usp0005fd9,5.6,mwc
usp0005feh,6.4,mwc
usp0005fer,5.5,mwc
usp0005fey,6.7,mww
usp0005fgd,5.5,mwc
usp0005fh9,6.1,mwc
usp0005fha,7.1,mww
usp0005fhm,5.76,mw
usp0005fhu,5.9,mw
usp0005fhz,5.56,mw
usp0005fk9,5.6,mwc
usp0005fkd,6.1,mwc
usp0005fmh,6.0,mwc
usp0005fn8,5.5,mwc
usp0005fpc,6.1,mwc
usp0005fqc,6.4,mww
usp0005fr2,5.5,mwc
usp0005fr7,6.4,mwc
usp0005fs0,5.5,mwc
usp0005fs3,5.5,mwc
usp0005fsg,6.4,mwc
usp0005fst,5.8,mwc
usp0005ft6,5.7,mwc
usp0005fta,6.2,mw
usp0005ftd,6.4,mwc
usp0005ftm,5.69,mw
usp0005ftz,6.6,mww
usp0005fv3,5.5,mwc
usp0005fv4,6.0,mwc
usp0005g11,6.2,mwc
usp0005g1x,6.4,mwc
usp0005g2p,5.6,mwc
usp0005g4e,6.5,mwc
usp0005g4f,6.21,mw
usp0005g5z,5.5,mwc
usp0005g8t,6.4,mwc
usp0005g8y,5.8,mwc
usp0005g9v,6.4,mwc
usp0005ga6,6.0,mwc
usp0005gat,5.5,mwc
usp0005gbw,6.1,mwc
usp0005gdt,6.0,mwc
usp0005gh3,6.7,mww
usp0005ghf,5.6,mwc
usp0005gms,5.5,mwc
usp0005gmu,5.7,mwc
usp0005gnq,5.7,mwc
usp0005gp2,5.8,mwc
usp0005gp4,5.73,mw
usp0005gqr,6.1,mwc
usp0005gs7,5.9,mwc
usp0005gst,5.6,mwc
usp0005gt0,6.2,mwc
usp0005gz5,5.8,mwc
usp0005h0g,5.5,mwc
usp0005h14,5.7,mwc
usp0005h1c,5.9,mwb
usp0005h4g,5.5,mw
usp0005h4k,5.9,mwc
usp0005h5e,5.5,mwc
usp0005h5p,6.7,mww
usp0005h6v,5.6,mwc
usp0005h75,5.8,mwc
usp0005h9b,5.6,mwc
usp0005h9f,5.8,mwc
usp0005hab,5.7,mwc
usp0005hb0,5.9,mwc
usp0005hbj,5.6,mwc
usp0005hbv,5.5,mwc
usp0005hbx,5.9,mwc
usp0005hcn,5.4,mwc
usp0005hcq,5.7,mwc
usp0005hfh,5.8,mwc
usp0005hhf,6.4,mwc
usp0005hje,5.7,mwc
usp0005hn9,5.8,mwc
usp0005hp5,6.0,mwc
usp0005hq4,5.5,mwc
usp0005hrt,5.4,mwc
usp0005htj,5.7,mwc
usp0005hvt,5.6,mwc
usp0005hvv,5.63,mw
usp0005hx6,6.0,mwc
usp0005hyk,5.6,mwc
usp0005hyt,5.7,mwc
usp0005hyu,6.0,mwc
usp0005j0j,5.8,mwc
usp0005j31,5.7,mwc
usp0005j57,5.99,mw
usp0005j5a,7.8,mww
usp0005j5f,6.49,mw
usp0005j95,5.5,mwc
usp0005j9b,5.6,mwc
usp0005j9w,5.9,mwc
usp0005jaw,5.5,mwc
usp0005jdt,5.7,mwc
usp0005jfb,6.1,mwc
usp0005jfy,5.84,mw
usp0005jgp,5.99,mw
usp0005jgz,6.0,mwc
usp0005jjm,5.5,mwc
usp0005jjt,7.2,mww
usp0005jkc,5.56,mw
usp0005jn5,5.6,mwc
usp0005jpv,5.6,mwc
usp0005jpy,5.8,mwc
usp0005jrg,5.7,mwc
usp0005jrk,6.2,mwc
usp0005jvr,5.8,mwc
usp0005jwd,5.8,mwc
usp0005jwq,5.6,mwc
usp0005jwt,6.8,mww
usp0005jyb,5.97,mw
usp0005jyn,5.9,mwc
usp0005k0f,5.4,mwc
usp0005k1n,5.4,mwc
usp0005k21,5.6,mwc
usp0005k45,5.7,mwc
usp0005k58,6.3,mwc
usp0005k6y,5.6,mwc
usp0005k7d,5.4,mwc
usp0005k8d,5.7,mwc
usp0005k8x,5.8,mwc
usp0005k97,5.9,mwc
usp0005ka8,6.0,mwc
usp0005kdm,5.6,mwc
usp0005kdw,5.6,mwc
usp0005kdx,5.6,mwc
usp0005ke8,5.5,mwc
usp0005kg1,5.5,mwc
usp0005kh7,5.5,mwc
usp0005kjj,6.7,mww
usp0005kk2,5.5,mwc
usp0005kmu,5.6,mwc
usp0005kqb,5.5,mwc
usp0005kqg,6.3,mwc
usp0005kth,6.23,mw
usp0005ktj,7.6,mww
usp0005kwb,5.5,mwc
usp0005kwn,6.2,mwc
usp0005kx9,5.9,mwc
usp0005kyr,5.9,mwc
usp0005kz3,6.5,mwc
usp0005kz4,5.56,mw
usp0005kzf,5.9,mwc
usp0005kzq,6.1,mwc
usp0005kzr,5.9,mwc
usp0005kzu,5.8,mwc
usp0005m0k,6.4,mwc
usp0005m1w,5.5,mwc
usp0005m4g,5.7,mwc
usp0005m59,5.6,mwc
usp0005m7x,5.7,mwc
usp0005m9h,5.6,mwc
usp0005mhv,5.44,mw
usp0005mhy,5.6,mwc
usp0005mj9,5.7,mwc
usp0005mjw,5.6,mwc
usp0005mmn,5.5,mwc
usp0005mmr,5.5,mwc
usp0005mna,5.4,mwc
usp0005mnb,5.8,mwc
usp0005mqb,5.7,mwc
usp0005mrp,6.3,mwc
usp0005msq,5.7,mwc
usp0005mty,5.4,mwc
usp0005mu6,5.6,mwc
usp0005mvu,5.7,mwc
usp0005n0w,6.1,mwc
usp0005n44,5.8,mwc
usp0005n89,5.6,mwc
usp0005n9a,6.3,mwc
